filename,width,height,class,xmin,ymin,xmax,ymax
21_jpg.rf.67d5e21b89e90bb8dbe65404adb70294.jpg,640,640,telpon,244,294,605,640
mobil-20-_jpg.rf.67eb0fbd66bc79db9a6e7f2c3bdfb0c5.jpg,640,640,mobil,0,34,372,640
1_jpg.rf.67e8faecb46b57498b3c6461dbde07dc.jpg,640,640,lari,57,350,566,640
15_jpg.rf.67c3e9825f06aa34f013790f82125898.jpg,640,640,kamu,35,0,481,278
19-46-_jpg.rf.67dfd6f4e73f3044d64bb8aa4d69bfdd.jpg,640,640,selamat pagi,166,257,441,586
ngantuk-38-_jpg.rf.67f3867e85fcbcf5e9077f65d54e856e.jpg,640,640,ngantuk,94,259,541,640
0_jpg.rf.67ff3dc3df95cfbafe2a12b9910b2a95.jpg,640,640,buruk,75,0,611,543
5_jpg.rf.67dcc3a455d950d693e7f8e3b71400ac.jpg,640,640,telpon,18,0,494,365
24_jpg.rf.67cb3387e57be10e2541394f4094d840.jpg,640,640,kaget,0,164,640,640
7_jpg.rf.683441dc6e892f8b1a8139cea840c8a4.jpg,640,640,adik,286,0,607,206
7_jpg.rf.68024610e3cb69ece49be6f6340baf9d.jpg,640,640,adik,283,0,603,201
11-44-_jpg.rf.682e76eea5fd824c77ac7fd0393cf2d0.jpg,640,640,mendengar,159,115,329,432
25_jpg.rf.67e51de4382686f560b038562029d98d.jpg,640,640,berhenti,0,303,554,640
41_jpg.rf.67e384bc533405b54a8a8a4ed9d3279e.jpg,640,640,marah,63,260,360,640
10_jpg.rf.6821a7f69e114c1fedd19e6b9376906b.jpg,640,640,ayah,7,234,386,640
takut-8-_jpg.rf.67d996b3b93b196c8ec672379abf5639.jpg,640,640,takut,132,0,567,349
tidur-34-_jpg.rf.67e172e0c103cf2ac087c022384bbe8f.jpg,640,640,tidur,71,35,441,489
6-8-_jpg.rf.67eefb22ff3849c7639c917d41231a06.jpg,640,640,telpon,183,250,408,471
buruk-40-_jpg.rf.6865e203b07f4e24308a86b4a63260e8.jpg,640,640,buruk,69,131,467,557
4-18-_jpg.rf.6860c3b7571f312a9051407dbe2e577e.jpg,640,640,bahagia,34,12,543,301
22-49-_jpg.rf.681c51dee7725919181d0d0a41c5588e.jpg,640,640,ngantuk,36,155,382,422
6_jpg.rf.687dc972a8a1323568a29a777d6129a0.jpg,640,640,tidur,112,0,613,453
12_jpg.rf.687c0cdb3e240867d4be9412901822a1.jpg,640,640,cantik,87,217,612,608
3-2-_jpg.rf.67f7e533d45f96e1e30618ca66786c7b.jpg,640,640,sedih,150,19,640,588
14-2-_jpg.rf.684a6b93fbe8dc5103ad8d1a8017776c.jpg,640,640,ganteng,175,271,515,640
1-14-_jpg.rf.687dbbddf4a889d1a0ae34fb3fd5d8bd.jpg,640,640,aku,358,219,640,493
16_jpg.rf.68134ecd5ab8ffa6a2448b228b8f467d.jpg,640,640,bau,55,0,597,640
19-18-_jpg.rf.6864cfb5e45c0cec42d3ed6e20ef7791.jpg,640,640,bahagia,86,391,596,640
meminta-13-_jpg.rf.6878b080fe5e1cfd6f5a058afa0ca3d9.jpg,640,640,meminta,0,0,396,514
mohon-2-_jpg.rf.68865ef17ae5449afa22f93e3fb061e6.jpg,640,640,mohon,84,267,509,640
sama-sama-23-_jpg.rf.688caace6e30e1165f458f68107288bd.jpg,640,640,sama-sama,0,0,512,374
maaf-44-_jpg.rf.686dfdc3dbc7d7a95283a11833fabab6.jpg,640,640,maaf,39,212,323,640
1-2-_jpg.rf.686f2897d7dc3c4d186e66930639da20.jpg,640,640,ganteng,148,106,640,629
14_jpg.rf.67e47b93cb3791122de3dc909ef3e74b.jpg,640,640,kapan,272,373,622,640
31_jpg.rf.68525e3a51288265a1ab7129f359d477.jpg,640,640,ibu,0,0,433,294
marah-39-_jpg.rf.68b1c949c3326e2d6664cfa63edf483f.jpg,640,640,marah,0,166,373,631
3-45-_jpg.rf.68a34670d1fd77d29e904d9e3065104a.jpg,640,640,mobil,79,260,489,574
12_jpg.rf.689ca1949cc5968639223af4ecbdfbbb.jpg,640,640,takut,134,6,640,559
2_jpg.rf.68df88ea8687c68ba90a88094ee31784.jpg,640,640,tolong,0,0,406,640
lagi-5-_jpg.rf.68a3aaa800d844dbe8bcd9f245a09ef8.jpg,640,640,lagi,29,0,523,382
2-1-_jpg.rf.68968ce31dcadf396aba8875bc6f5423.jpg,640,640,aku cinta kamu,233,238,640,640
7-8-_jpg.rf.689e752e98015a9a4892af689cc0ebf7.jpg,640,640,telpon,117,212,349,469
14_jpg.rf.689e04dc4a70d274394c2f7af5bef456.jpg,640,640,marah,25,221,640,640
5-12-_jpg.rf.68a3b892bbbcede4fa79893a5ff93c91.jpg,640,640,tolong,299,75,640,405
marah-33-_jpg.rf.68c0346acb162e5cd89ea6b4e16c922b.jpg,640,640,marah,95,0,640,355
sedih-15-_jpg.rf.68cc888a6e7f49d75df320c39bc60cff.jpg,640,640,sedih,167,232,625,640
1-32-_jpg.rf.68d07fb2178b4375772277d4fc47cfa7.jpg,640,640,janji,117,280,420,607
takut-25-_jpg.rf.68aa4e9f11ed417ae8ba3db8862f388d.jpg,640,640,takut,0,71,339,433
2-33-_jpg.rf.689b96ee04c82f015c72088d37997f1c.jpg,640,640,kaget,36,95,425,487
9-2-_jpg.rf.688cab13302761b3de51f2346508c13b.jpg,640,640,sama-sama,1,210,640,640
7-16-_jpg.rf.68db328174d9a00fbdd4b2d7b1216827.jpg,640,640,ayah,308,251,547,505
4-2-_jpg.rf.68ce00fa053419fddc81c0eb943d9d03.jpg,640,640,mohon,180,150,630,640
11-2-_jpg.rf.68d80aed82bf8aa744c496532b067dd1.jpg,640,640,ngantuk,45,11,590,640
19-22-_jpg.rf.68dd7c823ad4f1d8422771a43ae266d8.jpg,640,640,berpikir,259,217,532,610
buruk-1-_jpg.rf.68b8a15ccab1e6dc46035f86c56812e9.jpg,640,640,buruk,162,173,564,401
27_jpg.rf.691bacb71d2857a23c8adc0d1b83c17e.jpg,640,640,sama-sama,234,364,562,636
ngantuk-27-_jpg.rf.6940ebdb489aebbacbe14fd5609c570d.jpg,640,640,ngantuk,92,260,485,640
15-19-_jpg.rf.68ea153ab18ceaa4795247b7bb703809.jpg,640,640,bau,205,284,405,483
4_jpg.rf.69111d428bf01620bbbab5ee97a868b8.jpg,640,640,pergi,0,0,640,640
teman-13-_jpg.rf.690333d48933b958fba9f5771a5b5bc6.jpg,640,640,teman,150,0,549,389
4-15-_jpg.rf.68f589281c321eb0bd2354418a7c281f.jpg,640,640,apa,67,385,591,640
15-29-_jpg.rf.69508c5bb63d027f662c5324c9c40cbd.jpg,640,640,aku cinta kamu,382,211,625,488
1_jpg.rf.6951a6e8ccd6d3080741a523f2c9464e.jpg,640,640,adik,354,434,640,640
buruk-67-_jpg.rf.693f8e0fca807cc161f1426d39f4a3dc.jpg,640,640,buruk,76,232,366,568
adik-7-_jpg.rf.69489ba0c475a48b88556d8afb8fb386.jpg,640,640,adik,1,295,322,601
21_jpg.rf.69176272289a5778d3f15d6dd663692a.jpg,640,640,ganteng,0,224,409,640
13_jpg.rf.694e4d9c93d2aee1b3bcab30c402e1dc.jpg,640,640,bahagia,0,0,526,640
12-36-_jpg.rf.695154008c1dcda71b360247b26054c1.jpg,640,640,kamu,190,370,336,540
nenek-24-_jpg.rf.68e89ae7f215c96a297459da75b30f69.jpg,640,640,nenek,0,143,324,492
9-39-_jpg.rf.69652c85e64afe814e6de6c508dfb837.jpg,640,640,lari,66,234,330,459
kaget-9-_jpg.rf.68e9c479d78a9ad57b552f9127a0b644.jpg,640,640,kaget,63,47,483,556
nenek-11-_jpg.rf.69257b4e4194f87c49a546a183d68464.jpg,640,640,nenek,96,0,418,300
9-38-_jpg.rf.6950440f281ee675c1dd9c62411be221.jpg,640,640,lagi,79,317,399,604
13-41-_jpg.rf.693b4566be90dd45d209e320080a046d.jpg,640,640,maaf,327,170,482,430
22_jpg.rf.68f11079da28fb88b91c36f901286a57.jpg,640,640,terimakasih,220,39,640,544
3_jpg.rf.694ec9052979919eb8ddce9ee823a720.jpg,640,640,adik,0,360,266,627
14-25-_jpg.rf.6956294ac7212799344c701add756bab.jpg,640,640,datang,33,0,598,389
24-28-_jpg.rf.6955981b1f583356909ab50afa37cab5.jpg,640,640,ganteng,248,181,590,443
takut-17-_jpg.rf.6960b794118f7b2577045c55277788e8.jpg,640,640,takut,177,280,498,640
12-34-_jpg.rf.696bfca3c35dc474361dfce77ca30028.jpg,640,640,kakak,87,0,508,239
apa-23-_jpg.rf.696b89355c35473963b3203af300b79d.jpg,640,640,apa,0,0,624,448
8-2-_jpg.rf.690ba61bbfe7c0985f577c220b3f6aeb.jpg,640,640,diam,144,210,640,640
17_jpg.rf.69758cd2e31cf7578355c5416585aa2f.jpg,640,640,mobil,289,59,640,618
17_jpg.rf.698248030f6f9eea15a908233f302c68.jpg,640,640,selamat tinggal,30,219,407,640
13_jpg.rf.69a87c4faf5712fd5b33ce7eacba1e9e.jpg,640,640,bagus,14,300,626,640
19_jpg.rf.6975f152af8b2e8502f15e92eaa7f481.jpg,640,640,aku,284,68,640,640
0_jpg.rf.699212ee06c6d04ff97dbc50a69772a1.jpg,640,640,kakak,10,0,409,640
6-2-_jpg.rf.69a345ab215c6de078b33c6201676206.jpg,640,640,cantik,0,0,640,502
37_jpg.rf.69b6b0a75f48f00bc39582e78129c9bf.jpg,640,640,marah,50,271,359,640
10_jpg.rf.69d39c032b714b5703cf4f40e45ff0c7.jpg,640,640,mobil,0,0,386,599
0-21-_jpg.rf.69b853861e072bf586296f317a8415ba.jpg,640,640,berhenti,169,377,490,640
0_jpg.rf.69c571b4f0e83def374feb723706184d.jpg,640,640,aku,16,351,389,640
6-2-_jpg.rf.69f0899a59a4aa7f7af56f28d1134d71.jpg,640,640,sedih,233,179,530,478
17_jpg.rf.6979c4f7a60df9db2d5e2fa546f0884d.jpg,640,640,lupa,8,0,640,640
10-34-_jpg.rf.69a37e9ba5a29cda06985ec10f0a8a63.jpg,640,640,kakak,0,52,352,511
1_jpg.rf.6a1aa5ab6c7123eb0da2ebcaaab79a30.jpg,640,640,kamu,134,396,631,640
tolong-40-_jpg.rf.69bc2eba1d64c82b45a3d745f38fa8f1.jpg,640,640,tolong,7,402,353,563
17-5-_jpg.rf.698636daa04c507d41ee7d02aa963f45.jpg,640,640,selamat tinggal,66,0,525,265
15-32-_jpg.rf.6a1d1b0bda12a3949bac49aa75cb0fdd.jpg,640,640,janji,0,0,500,523
19-1-_jpg.rf.69dea7a593da310c5699af0d172fad17.jpg,640,640,sama-sama,188,0,534,221
4_jpg.rf.6a2572e200e1cbcc02cc4ec51819e106.jpg,640,640,kapan,200,257,640,640
4_jpg.rf.6a0e54134907abc5058489bbad2c1025.jpg,640,640,aku,325,266,640,640
16_jpg.rf.6a2076939d10d5f4a85ea752154fadca.jpg,640,640,pergi,95,167,372,547
17-34-_jpg.rf.69d45fcd766e248fa029bdbe19b0c9ca.jpg,640,640,kakak,78,0,597,357
5_jpg.rf.6a3a4f4be007a853e1cdfbe0de19edc4.jpg,640,640,mendengar,0,10,326,640
lupa-8-_jpg.rf.6a0a074b517410409b1284a973099a5a.jpg,640,640,lupa,71,27,598,637
berfikir-19-_jpg.rf.6a6a47ef95b0f02a137c4e783c8b39fb.jpg,640,640,berpikir,0,121,466,640
29_jpg.rf.6a54479778343c2bd3fa19fb15027e51.jpg,640,640,diam,50,264,389,640
2_jpg.rf.6a279073049463399cf012d6515ae15d.jpg,640,640,aku cinta kamu,5,180,640,640
sedih-6-_jpg.rf.6a74934d31ac0cf6cb4d03dc93afc26d.jpg,640,640,sedih,78,152,446,538
6-2-_jpg.rf.69f20b1424964a89d6cd13188c146f70.jpg,640,640,ayah,88,217,463,640
mendengar-3-_jpg.rf.6a5931a42e00714121d8ea3e9dc4da64.jpg,640,640,mendengar,0,0,443,583
24_jpg.rf.6a341968cf2708ccbcd1d1a3c3957e91.jpg,640,640,pergi,116,116,420,534
13_jpg.rf.6a02d7dbde0c9c787572ae484f575b80.jpg,640,640,ngantuk,117,274,483,640
13-2-_jpg.rf.6a2b09ddfd3926d325ab28fcdcb60098.jpg,640,640,kamu,4,195,399,640
12-46-_jpg.rf.6a4ebb0a760790c1272b7ed2d859212b.jpg,640,640,mohon,281,129,521,378
bau-5-_jpg.rf.6a5912f909ef5a1b57024d00be88e3f2.jpg,640,640,bau,236,131,640,574
18-48-_jpg.rf.6a252c15322da8637fdc787f0a6d56dd.jpg,640,640,nenek,189,283,379,476
3-2-_jpg.rf.6a448e6c7542c68936d93dbdb50c2b17.jpg,640,640,sedih,246,79,584,502
buruk-32-_jpg.rf.6a24ee01fc01520d6d8b0a41aee9bfd4.jpg,640,640,buruk,97,210,515,490
motor-8-_jpg.rf.69fb791e5e8f6847fb8d9ae0b8686f0d.jpg,640,640,motor,0,0,426,640
9-37-_jpg.rf.6a70a16c01f0016aab2905d8b73ac3c7.jpg,640,640,kapan,331,319,509,548
14_jpg.rf.6a7e7a175e66324c2023ac5f214bf0e8.jpg,640,640,maaf,0,0,416,398
24_jpg.rf.6a7e3af707224c898850e1b0581ba31a.jpg,640,640,bahagia,0,247,513,624
24_jpg.rf.6a7e3af707224c898850e1b0581ba31a.jpg,640,640,bahagia,30,188,511,548
14_jpg.rf.6a7105351ef5388244fb9ce0e64467d4.jpg,640,640,sama-sama,319,117,640,548
4-11-_jpg.rf.6a6b7e5ca1c3f061840e60d36fe824e6.jpg,640,640,tidur,32,27,350,379
mohon-21-_jpg.rf.6a6bc2149ed82380540886a75bd32bdc.jpg,640,640,mohon,281,0,640,587
15-28-_jpg.rf.6a7e5800335897e1a2bb95643d170228.jpg,640,640,ganteng,246,135,581,409
bau-12-_jpg.rf.6a856f814d06373ad8f15a95833a42df.jpg,640,640,bau,70,320,423,640
12-27-_jpg.rf.6a7eea05dcf99ad00832b28aaa8de5c9.jpg,640,640,dimana,284,293,476,571
13-38-_jpg.rf.6ac1b01a550535087a1076a91c13d5d8.jpg,640,640,lagi,68,113,280,421
13-36-_jpg.rf.69fcad1ca23ccc8efb9ea80d9136b336.jpg,640,640,kamu,350,185,578,400
19_jpg.rf.6aab650847b0e542e04a36a705b5583e.jpg,640,640,sedikit,6,179,288,579
25_jpg.rf.6aec5c120e43929d0fb57cebbab2ee3b.jpg,640,640,datang,222,0,640,629
5_jpg.rf.6ae5f23f3bd0d4969f87ef0cb986e669.jpg,640,640,meminta,318,17,640,640
22-34-_jpg.rf.6a9941a55db59e2afdec2b78690eefcc.jpg,640,640,kakak,37,328,407,634
sama-sama-19-_jpg.rf.6b0006831b5d3e8f86e3c6cd073c89c1.jpg,640,640,sama-sama,91,0,565,254
12-14-_jpg.rf.6af450ccbf92233d76e0e0bbf6c41a80.jpg,640,640,aku,152,423,379,583
20_jpg.rf.6ab17a6b28ca3430e14f1b411c560148.jpg,640,640,apa,100,356,566,622
7_jpg.rf.6ac1cd1366517fb7a6ff1f17a288c4fe.jpg,640,640,berapa,24,0,411,280
22-43-_jpg.rf.6aa2456aff5de821bd240de535746869.jpg,640,640,meminta,110,435,487,640
6_jpg.rf.6ac42cf51f300cc1e0f7ebc4ad512dc9.jpg,640,640,selamat tinggal,0,210,578,640
adik-15-_jpg.rf.6ad1f334f74eefeac7632dbd6cdac9d0.jpg,640,640,adik,14,385,333,640
13-1-_jpg.rf.6aac06c1c4715cec60bf404051163cce.jpg,640,640,sama-sama,0,189,281,563
10_jpg.rf.6a93375cd0dc8c98051901bfbab9522e.jpg,640,640,bahagia,0,261,553,640
10-8-_jpg.rf.6b192027ac229766e0c6dc3c3e8ce56b.jpg,640,640,telpon,96,160,430,479
16_jpg.rf.6b11222840d9421f68aba24bfaebd9ab.jpg,640,640,mobil,0,397,640,640
8_jpg.rf.6b05e55363eaf4436212dc1c91c35943.jpg,640,640,pergi,129,0,640,477
23_jpg.rf.6afdd11494473e1ff943cf55d4f2f078.jpg,640,640,motor,0,0,335,586
4-20-_jpg.rf.6aea86b39f0dbd7db1548b46799a11b5.jpg,640,640,berapa,179,416,354,637
7_jpg.rf.6b258200be42f45028ec16b1a0612123.jpg,640,640,teman,0,0,460,640
2_jpg.rf.6b3b3111013649b06cea500a91df2a74.jpg,640,640,ganteng,0,150,376,583
16-7-_jpg.rf.6ac84c03f9839a8f44ae953acbaea941.jpg,640,640,takut,398,156,640,444
bau-18-_jpg.rf.6b3c2f8c2be63bc5ced969fc00c297db.jpg,640,640,bau,284,133,640,467
berfikir-5-_jpg.rf.6b260555c438ef16d0cba431f2b43357.jpg,640,640,berpikir,29,51,487,545
4-39-_jpg.rf.6b1d1a3c1c8e44cc83db1a66a9a3d7ab.jpg,640,640,lari,281,134,588,426
terimakasih-3-_jpg.rf.6b20f15110f6cdf1be89e0ff9e07b401.jpg,640,640,terimakasih,0,26,487,461
7_jpg.rf.6b62025fc60e852bf4e45b8c7ea96444.jpg,640,640,meminta,254,0,640,508
20_jpg.rf.6b5c4c63a02743e7a626768368983adb.jpg,640,640,adik,48,331,339,630
17-8-_jpg.rf.6b412618ec357da56a40420d493833b9.jpg,640,640,telpon,253,280,498,503
marah-52-_jpg.rf.6b5f3fedc18bb24042414d8e31721ab5.jpg,640,640,marah,188,285,518,640
7_jpg.rf.6b171c11a67e3a005c91445b82fdc291.jpg,640,640,mohon,134,300,427,598
10-2-_jpg.rf.6b26ed9de95a25edab1785c2beac7c47.jpg,640,640,berpikir,125,14,640,639
15_jpg.rf.6b1a0c626d80895518846761bbcd19e1.jpg,640,640,dimana,396,183,640,640
26_jpg.rf.6bb761dbb0f93a9b00b42679a50f9c46.jpg,640,640,ngantuk,149,0,582,387
berhenti-23-_jpg.rf.6b30b8c5ee579e143e873b95c5c47fb6.jpg,640,640,berhenti,162,297,475,632
14-35-_jpg.rf.6b5af8b9e6d32d19a596d6b62ed3c319.jpg,640,640,kakek,226,199,503,445
18-15-_jpg.rf.6b5eaafcb183395980555e9e8641997a.jpg,640,640,apa,85,245,640,640
kaget-16-_jpg.rf.6b44004831e2cb2aeb27515482effb14.jpg,640,640,kaget,125,200,513,471
27_jpg.rf.6b9c7191d4aef31f0b845ab6e1b12ad5.jpg,640,640,sama-sama,320,101,640,521
17_jpg.rf.6bb2eff91b8e36e512d81e4194eec042.jpg,640,640,baik,44,222,640,640
3-17-_jpg.rf.6bccfb30f0cf93944dd4560bbd336007.jpg,640,640,bagus,111,0,475,211
8-34-_jpg.rf.6bbe9f5c213466334fee02e7a265754e.jpg,640,640,kakak,0,160,321,629
12-30-_jpg.rf.6b8f566150d6c8cd5131bdbf29f9dc32.jpg,640,640,ibu,415,205,552,452
bagus-12-_jpg.rf.6b7b584a825839ad5460784e42f9bde6.jpg,640,640,bagus,262,74,640,541
ngantuk-51-_jpg.rf.6c1dd5ce0d5c3b884b64b2f1eb8366e6.jpg,640,640,ngantuk,91,265,561,640
13_jpg.rf.6b9ea2c09c1a7987e0fb9e69e0544bbb.jpg,640,640,adik,0,383,497,640
21_jpg.rf.6b693fc58b84caafb1bff61a9af2e66b.jpg,640,640,sedih,0,362,332,634
aku-34-_jpg.rf.6b285694bfee024a997f4efe42b2ee79.jpg,640,640,aku,94,281,531,607
datang-2-_jpg.rf.6bb2c4cfcfb2bd9eaad4ad17ae2b27b9.jpg,640,640,datang,0,178,501,600
26_jpg.rf.6b26682cbfaf15803c77b8c6f0ab11df.jpg,640,640,ibu,105,0,601,320
takut-23-_jpg.rf.6bf1f3eca1890990f6e4963f148a3f03.jpg,640,640,takut,0,29,411,538
11_jpg.rf.6bd9ed12b617e9603dae7cc44b3a1d3a.jpg,640,640,sama-sama,69,360,435,640
1-24-_jpg.rf.6bb770b991e82b0880d64ebc32ab9e41.jpg,640,640,cantik,252,0,625,300
11_jpg.rf.6c2320fffcc53c373c56150a377bf285.jpg,640,640,adik,377,403,620,640
6_jpg.rf.6bf7c8134a78388bcfc3271a5af2b904.jpg,640,640,kakek,0,260,419,570
24-19-_jpg.rf.6c37b87f7cf682dc1dc05a64cc577d3d.jpg,640,640,bau,261,191,509,462
ganteng-10-_jpg.rf.6c5a94073a0f69450f591e20936cee23.jpg,640,640,ganteng,265,119,609,468
aku-40-_jpg.rf.6c1dd772e81dd89494fdb100a7e5f914.jpg,640,640,aku,90,24,586,470
12_jpg.rf.6bf8633236944ec4443a2303a8b8e254.jpg,640,640,kapan,116,0,451,225
ganteng-3-_jpg.rf.6b3c19ba196038f47804ff175628ffaf.jpg,640,640,ganteng,248,221,520,537
15_jpg.rf.6bbcc0660f6a8afe23471fc12b14c1f8.jpg,640,640,selamat pagi,0,0,640,640
mobil-25-_jpg.rf.6c405956289236f7961f5584866a0d65.jpg,640,640,mobil,84,0,572,287
15-31-_jpg.rf.6c266e8268e082ec2ed70c53ef28c30c.jpg,640,640,baik,48,229,232,488
25_jpg.rf.6c4ccd5ffa1d25883921c265ed6a5a1b.jpg,640,640,kapan,15,0,390,325
5_jpg.rf.6c69a306f9dc07a575733bfa579258e8.jpg,640,640,ibu,112,208,640,640
5-2-_jpg.rf.6c5d3a37c51dfbfcd0f68a3ee0a22617.jpg,640,640,kapan,19,0,512,438
24_jpg.rf.6c7820609a4d6c98542fe63b5be67690.jpg,640,640,motor,49,403,580,640
10_jpg.rf.6c1867be1f69cfaef62f4f2759ad7eff.jpg,640,640,ganteng,198,21,640,437
8_jpg.rf.6c4b2d89044269151969d463371008eb.jpg,640,640,janji,44,300,640,640
10_jpg.rf.6c4e280258666f2c447508e497f01977.jpg,640,640,adik,282,35,640,597
9_jpg.rf.6c8b042ec668749add34ec0bb25da9c2.jpg,640,640,motor,0,366,561,640
27-1-_jpg.rf.6cc45c56c85cd2b6672f72ca8688b3fd.jpg,640,640,aku,221,0,444,228
sama-sama-21-_jpg.rf.6c4a82fdb94e86c9ac68943dfc0089a7.jpg,640,640,sama-sama,9,395,550,640
0-1-_jpg.rf.6cb8f4b7a08baefb5ae11805b4565c5a.jpg,640,640,aku cinta kamu,306,257,640,640
3-11-_jpg.rf.6cb27fea46634925e8321559b5b3be71.jpg,640,640,tidur,259,0,631,302
berhenti-18-_jpg.rf.6c6f30eeaf170e256bd938e31824bafc.jpg,640,640,berhenti,52,297,439,640
0_jpg.rf.6c6f4dc7467966e65df75d78d4ca77c2.jpg,640,640,meminta,151,380,503,640
apa-3-_jpg.rf.6c4198b493dc0a41a8baf312991eae6b.jpg,640,640,apa,0,196,633,626
14-2-_jpg.rf.6cbe0ac126cda530febaa74a893c01f8.jpg,640,640,ibu,183,110,640,640
14_jpg.rf.6ce4499a2d28ccf9a09c4be754a14b4b.jpg,640,640,adik,329,399,620,640
lari-17-_jpg.rf.6c77d741038997f1c3cd9b3f21233b66.jpg,640,640,lari,309,148,587,388
4_jpg.rf.6c87f1942bb2c81e3e8d492e494d0338.jpg,640,640,sedikit,409,141,640,514
13_jpg.rf.6cd7ce2d8de422fc9bcf50d5d9e74818.jpg,640,640,berpikir,0,105,605,640
meminta-12-_jpg.rf.6cbce09d2f555108501de072362bb31b.jpg,640,640,meminta,336,111,640,640
0-14-_jpg.rf.6c5e906db2209d1ad42810258e98422f.jpg,640,640,aku,221,406,413,580
marah-43-_jpg.rf.6c7b80c0de1d2cffe1e0f8629d4bbe61.jpg,640,640,marah,36,214,302,632
13_jpg.rf.6cd55a8ebb1b6cc0d71f774a8b5a381f.jpg,640,640,kakak,46,0,640,640
sedikit-24-_jpg.rf.6ce09fa877b9998b317923850a91f438.jpg,640,640,sedikit,270,83,611,484
12_jpg.rf.6cf30b03e56383af99ace53f50be2253.jpg,640,640,meminta,10,0,632,308
21-15-_jpg.rf.6c78bd3be38a8b9e0757b52c9bf3e1bc.jpg,640,640,apa,382,60,631,599
diam-44-_jpg.rf.6ceecf9bba5b7895600653e157ce1b32.jpg,640,640,diam,0,128,361,461
23_jpg.rf.6c7a1420cbf209eeb5169e6076edc799.jpg,640,640,motor,0,0,538,640
datang-17-_jpg.rf.6d1365bf3e2cb9424299ab4763580b60.jpg,640,640,datang,208,24,613,571
9_jpg.rf.6d2ef6f16361260327593ee07c3b4516.jpg,640,640,mobil,0,350,640,639
3_jpg.rf.6d0f32db12d8c41682ebec1eaaed1a40.jpg,640,640,telpon,0,241,334,600
maaf-30-_jpg.rf.6cd50bdfb68953659162cf26f6b5f6b4.jpg,640,640,maaf,0,0,578,640
8-8-_jpg.rf.6d1d809e8b0096581d7e7d647da15658.jpg,640,640,telpon,124,178,372,480
20-4-_jpg.rf.6d30f6d747f6a2988d398093df6ca7c8.jpg,640,640,selamat pagi,198,78,422,296
4_jpg.rf.6cf81fa4725af4a8dd81d960c6c9057c.jpg,640,640,ngantuk,0,4,535,627
10_jpg.rf.6d621dfe82a9e1aa4b25969e9b3e36ab.jpg,640,640,kapan,352,220,640,610
